35000224;CANDIDO GONCALVES GOMIDE PROFESSOR;SAO PAULO;RUA AVELINO ZANETTI;01/02/2012;19/12/2012
35000231;CHIQUINHA RODRIGUES;SAO PAULO;RUA CAIAPE;01/02/2012;21/12/2012
35000243;ISABEL VIEIRA DE SERPA E PAIVA PROFESSORA;SAO PAULO;AVENIDA JERIMANDUBA;01/02/2012;21/12/2012
35000255;CLODOMIRO CARNEIRO;SAO PAULO;RUA MANOEL DE SOUZA AZEVEDO;01/02/2012;14/12/2012
35000267;ERMANO MARCHETTI;SAO PAULO;RUA PEDRO MARIGLIANI;01/02/2012;19/12/2012
35000279;GALDINO LOPES CHAGAS PROFESSOR;SAO PAULO;ESTRADA DO SABAO;01/02/2012;21/12/2012
35000280;HUMBERTO DE SOUZA MELLO GENERAL;SAO PAULO;AVENIDA DEPUTADO CANTIDIO SAMPAIO;01/02/2012;21/12/2012
35000292;DALILA DE ANDRADE COSTA PROFESSORA;SAO PAULO;RUA ARROIO DO MEIO;01/02/2012;21/12/2012
35000309;BENEDITO TOLOSA PROFESSOR;SAO PAULO;PRACA DIRCEU DE LIMA;01/02/2012;21/12/2012
35000310;ARY BARROSO;SAO PAULO;RUA SANTA EUDOXIA;01/02/2012;21/12/2012
35000322;PEDRO MONTEIRO DO AMARAL CAPITAO;SAO PAULO;RUA NURSIA;01/02/2012;21/12/2012
35000334;MANUEL DA NOBREGA PADRE;SAO PAULO;RUA SANTA PRISCA;01/02/2012;17/12/2012
35000346;MANOEL DA NOBREGA PADRE;SAO PAULO;AVENIDA ITABERABA;01/02/2012;21/12/2012
35000358;MATILDE MACEDO SOARES;SAO PAULO;RUA JOSE SORIANO DE SOUSA;01/02/2012;21/12/2012
35000361;PASQUALE PECCICACCO;SAO PAULO;RUA NAZARIO PAGANO;01/02/2012;21/12/2012
35000371;ANTONIO JOSE LEITE PROF;SAO PAULO;RUA DEZ DE MAIO;01/02/2012;21/12/2012
35000383;ANTOINE DE SAINT EXUPERY;SAO PAULO;RUA ANTONIO RIBEIRO DE MORAIS;01/02/2012;21/12/2012
35000395;JOAQUIM LUIZ DE BRITO PROFESSOR;SAO PAULO;RUA SANTA LUCIA FILIPPINI;01/02/2012;20/12/2012
35000401;MARQUES DE TAMANDARE ALMIRANTE;SAO PAULO;RUA JACARE-COPAIBA;01/02/2012;14/12/2012
35000413;JOAQUIM SILVADO DOUTOR;SAO PAULO;RUA MONSENHOR MANOEL GOMES;01/02/2012;21/12/2012
35000425;REPUBLICA DO CHILE;SAO PAULO;RUA MARACAIA;01/02/2012;21/12/2012
35000437;ANGELINA MADUREIRA PROFESSORA;SAO PAULO;RUA VICENTE FERREIRA LEITE;01/02/2012;21/12/2012
35000449;TAUNAY VISCONDE DE;SAO PAULO;AVENIDA CELESTINO BOURROUL;01/02/2012;20/12/2012
35000450;AUGUSTO RIBEIRO DE CARVALHO PROFESSOR;SAO PAULO;RUA PROFESSOR JOAO MACHADO;01/02/2012;14/12/2012
35000462;AUGUSTO MEIRELLES REIS FILHO PROFESSOR;SAO PAULO;RUA PADRE JOAO GUALBERTO;01/02/2012;21/12/2012
35000474;MATHIAS AIRES;SAO PAULO;RUA MOINHO VELHO;01/02/2012;14/12/2012
35000486;ALBERT EINSTEIN ETE;SAO PAULO;RUA NOVA GRANADA;06/02/2012;19/12/2012
35000498;LUIZ GONZAGA RIGHINI PROFESSOR;SAO PAULO;AVENIDA EMILIO CARLOS DEPUTADO;01/02/2012;21/12/2012
35000504;MARIO TEIXEIRA MARIANO PROFESSOR;SAO PAULO;RUA DOM ANTONIO DE ALMEIDA LUSTOSA;01/02/2012;19/12/2012
35000516;JOSE CARLOS DIAS PROFESSOR;SAO PAULO;RUA VICHY;01/02/2012;21/12/2012
35000528;COLOMBO DE ALMEIDA PROFESSOR;SAO PAULO;RUA GRACIANO ALTIERI;01/02/2012;21/12/2012
35000536;TARCISIO ALVARES LOBO;SAO PAULO;RUA ESTELA BORGES MORATO;01/02/2012;21/12/2012
35000541;JOAQUIM NABUCO;SAO PAULO;RUA JOAQUIM AFONSO DE SOUZA;01/02/2012;21/12/2012
35000553;JACOMO STAVALE PROFESSOR;SAO PAULO;RUA MANUEL MADRUGA;01/02/2012;21/12/2012
35000565;NOSSA SENHORA DO RETIRO;SAO PAULO;RUA DOUTOR PEDRO MUSTRE PORTUGAL;01/02/2012;14/12/2012
35000577;DULCE FERREIRA BOARIN PROFESSORA;SAO PAULO;RUA DOUTOR FLEURY SILVEIRA;01/02/2012;21/12/2012
35000589;PLINIO DAMASCO PENNA PROFESSOR;SAO PAULO;RUA GENERAL ULHOA CINTRA;01/02/2012;21/12/2012
35000590;PAULO SETUBAL;SAO PAULO;AVENIDA DEPUTADO EMILIO CARLOS;01/02/2012;21/12/2012
35000607;TITO PRATES DA FONSECA;SAO PAULO;RUA MENDONCA JUNIOR;01/02/2012;13/12/2012
35000619;REGENTE FEIJO;SAO PAULO;PRACA ITALICO ANCONA LOPES;01/02/2012;20/12/2012
35000620;ANTONIO EMILIO SOUZA PENNA PROFESSOR;SAO PAULO;RUA CAROLINA MARIA DO CARMO;01/02/2012;21/12/2012
35000632;AUGUSTO DE MACEDO COSTA DOUTOR;SAO PAULO;RUA CONCEICAO DE JACAREI;01/02/2012;21/12/2012
35000644;PIO XII;SAO PAULO;RUA OTAVIO DOMINGUITO;01/02/2012;18/12/2012
35000656;FRONTINO GUIMARAES;SAO PAULO;RUA PAULO GONCALVES;01/02/2012;21/12/2012
35000668;ROMULO PERO PROFESSOR;SAO PAULO;RUA COPACABANA;01/02/2012;21/12/2012
35000673;PAULO EGYDIO DE OLIVEIRA CARVALHO SENADOR;SAO PAULO;RUA ARARITAGUABA;01/02/2012;21/12/2012
35000681;TOLEDO BARBOSA;SAO PAULO;RUA MARIA CANDIDA;01/02/2012;21/12/2012
35000693;RITA BICUDO PEREIRA PROFA;SAO PAULO;AVENIDA PERI RONCHETTI;01/02/2012;17/12/2012
35000700;HORACIO LAFER MINISTRO;SAO PAULO;RUA DIAS DA SILVA;01/02/2012;21/12/2012
35000711;NARBAL FONTES PROFESSOR;SAO PAULO;AVENIDA CONCEICAO;01/02/2012;21/12/2012
35000723;OCTAVIO MENDES DOUTOR;SAO PAULO;RUA VOLUNTARIOS DA PATRIA;01/02/2012;20/12/2012
35000735;PAUL HUGON PROF;SAO PAULO;RUA GENERAL JOSE DE ALMEIDA BOTELHO;01/02/2012;20/12/2012
35000747;MARIA MONTESSORI;SAO PAULO;AVENIDA CONCEICAO;01/02/2012;21/12/2012
35000759;FLORINDA CARDOSO PROFESSORA;SAO PAULO;RUA ITAUNA;01/02/2012;20/12/2012
35000760;AFRANIO PEIXOTO;SAO PAULO;RUA MARIA CANDIDA;01/02/2012;21/12/2012
35000772;VISCONDE DE INHAUMA ALMIRANTE;SAO PAULO;AVENIDA GUACA;01/02/2012;21/12/2012
35000784;ANESIA SINCORA PROFESSORA;SAO PAULO;RUA JOSE BERNARDO PINTO;01/02/2012;21/12/2012
35000796;HEROIS DA FEB;SAO PAULO;RUA SOLDADO BENEDITO ELISEU DOS SANTOS;01/02/2012;19/12/2012
35000802;IMPERATRIZ LEOPOLDINA;SAO PAULO;RUA TOGO;01/02/2012;18/12/2012
35000814;RAQUEL ASSIS BARREIROS PROFA;SAO PAULO;AVENIDA GENERAL PENHA BRASIL;01/02/2012;13/12/2012
35000838;JOAO VIEIRA DE ALMEIDA;SAO PAULO;AVENIDA GUILHERME COTCHING;01/02/2012;14/12/2012
35000848;JOAQUIM LEME DO PRADO PROFESSOR;SAO PAULO;AVENIDA IMIRIM;01/02/2012;21/12/2012
35000851;JULIO MAIA;SAO PAULO;RUA SOBRAL JUNIOR;01/02/2012;21/12/2012
35000863;JOSE MARCELINO DA FONSECA MAJOR;SAO PAULO;RUA SOLDADO BENTINHO;01/02/2012;21/12/2012
35000875;CASTRO ALVES;SAO PAULO;RUA FRANCISCO BRUNO;01/02/2012;14/12/2012
35000899;PEDRO COSTA DEPUTADO;SAO PAULO;RUA NILO LUIZ MAZZEI;01/02/2012;21/12/2012
35000905;CARLOS DE LAET PROF;SAO PAULO;RUA ALBERTINA VIEIRA DA SILVA GORDO;01/02/2012;21/12/2012
35000917;ANTONIO LISBOA PROFESSOR;SAO PAULO;RUA PROFESSOR FABIO FANUCCHI;01/02/2012;17/12/2012
35000929;ANTONIO VIEIRA PADRE;SAO PAULO;AVENIDA CRUZEIRO DO SUL;01/02/2012;21/12/2012
35000930;HOMEM DE MELLO BARAO;SAO PAULO;RUA ALFREDO PUJOL;01/02/2012;21/12/2012
35000942;BUENOS AIRES;SAO PAULO;RUA DOUTOR OLAVO EGIDIO;01/02/2012;21/12/2012
35000954;HORACIO AUGUSTO DA SILVEIRA PROF ETE;SAO PAULO;RUA ALCANTARA;06/02/2012;19/12/2012
35000966;EEGONCALVES DIAS;SAO PAULO;RUA NILO LUIS MAZZEI;01/02/2012;21/12/2012
35000978;CASIMIRO DE ABREU;SAO PAULO;RUA CORONEL JORDAO;01/02/2012;21/12/2012
35000985;REPUBLICA DA BOLIVIA;SAO PAULO;RUA OUTEIRO DA CRUZ;01/02/2012;21/12/2012
35001004;EURICO FIGUEIREDO PROF;SAO PAULO;RUA MINISTRO FONSECA FILHO;01/02/2012;21/12/2012
35001016;;SAO PAULO;AV VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO;01/02/2012;20/12/2012
35001028;VICTOR DOS SANTOS CUNHA PROF;SAO PAULO;AVENIDA JOAO SIMAO DE CASTRO;01/02/2012;14/12/2012
35001036;SEBASTIAO DE SOUZA BUENO PROF;SAO PAULO;RUA FRANCISCO DE MEDEIROS JORDAO;01/02/2012;13/12/2012
35001041;JOHANN GUTENBERG;SAO PAULO;RUA CAPITAO BUSSE;01/02/2012;13/12/2012
35001053;LUIZ AMARAL WAGNER PROF;SAO PAULO;RUA DOUTOR NICOLINO MORENA;01/02/2012;14/12/2012
35001065;DAVID EUGENIO DOS SANTOS PROF;SAO PAULO;RUA JOSE DE ALMEIDA;01/02/2012;21/12/2012
35001077;JUDITH GUIMARAES DOS SANTOS PROFA;SAO PAULO;RUA MANUEL PEREIRA SAMPAIO;01/02/2012;13/12/2012
35001089;GABRIELA MISTRAL;SAO PAULO;RUA MAJOR BARACCA;01/02/2012;21/12/2012
35001090;JOSE MARIA REYS PROF;SAO PAULO;AVENIDA CONCEICAO;01/02/2012;13/12/2012
35001119;EURIPEDES DE CASTRO;SAO PAULO;AVENIDA EDGAR RUZZANT;01/02/2012;21/12/2012
35001120;EXPEDICIONARIO BRASILEIRO;SAO PAULO;RUA ALTINOPOLIS;01/02/2012;21/12/2012
35001132;PEDRO ALEXANDRINO;SAO PAULO;RUA DAS IMBIRAS;01/02/2012;13/12/2012
35001144;JULIO PESTANA;SAO PAULO;AVENIDA GUAPIRA;01/02/2012;21/12/2012
35001156;SILVA JARDIM;SAO PAULO;AVENIDA TUCURUVI;01/02/2012;21/12/2012
35001168;ALFREDO INACIO TRINDADE;SAO PAULO;RUA JOAO ROSA;01/02/2012;21/12/2012
35001173;ALBINO CESAR;SAO PAULO;RUA CAJAMAR;01/02/2012;14/12/2012
35001181;RAFAEL DE MORAES LIMA PROF;SAO PAULO;RUA LAVINIA PACHECO E SILVA;01/02/2012;21/12/2012
35001193;PHILOMENA BAYLAO PROFA;SAO PAULO;AV CORONEL SEZEFREDO FAGUNDES;01/02/2012;13/12/2012
35001200;LAEL DE MOURA PRADO PROF;SAO PAULO;AV PROFESSOR CASTRO JUNIOR;01/02/2012;21/12/2012
35001211;MIGUEL VIEIRA FERREIRA DR;SAO PAULO;RUA FRANCISCO DE MEDEIROS JORDAO;01/02/2012;14/12/2012
35001223;MARIA PAULA MARCONDES DOMINGUES PROFA;SAO PAULO;RUA MANUEL MORAIS PONTES;01/02/2012;20/12/2012
35001235;CYRENE DE OLIVEIRA LAET DONA;SAO PAULO;RUA ESTER ELISA;01/02/2012;14/12/2012
35001247;RUY BARBOSA CONSELHEIRO;SAO PAULO;RUA PROFESSOR ANTONIO CASTELAR DE FRANCESCHI;01/02/2012;13/12/2012
35001259;JOAO LIGABUE CONEGO;SAO PAULO;RUA DA GROTA;01/02/2012;14/12/2012
35001272;ANGELO BORTOLO;SAO PAULO;RUA ANTONIO GONCALVES SILVA;01/02/2012;21/12/2012
35001284;AMENAIDE BRAGA DE QUEIROZ PROFA;SAO PAULO;RUA BARRA MANSA;01/02/2012;14/12/2012
35001296;CARMOSINA MONTEIRO VIANNA PROFA;SAO PAULO;RUA ANTONIO PALMIERI;01/02/2012;14/12/2012
35001302;ARNALDO BARRETO;SAO PAULO;RUA ANTONIO PESTANA;01/02/2012;21/12/2012
35001314;CASSIO DA COSTA VIDIGAL;SAO PAULO;RUA MUNIZ FERREIRA;01/02/2012;14/12/2012
35001326;PEDRO DE MORAES VICTOR DR;SAO PAULO;RUA BOAVENTURA COLETTI;01/02/2012;20/12/2012
35001338;MARIA ANGELITA SAYAGO LAET PROFA;SAO PAULO;RUA FREIRE BASTOS;01/02/2012;21/12/2012
35001348;JOSE DO AMARAL MELLO PROF;SAO PAULO;RUA ALPHEU LUIZ GASPARINO;01/02/2012;13/12/2012
35001351;ADEMAR HIROSHI SUDA PROF;SAO PAULO;RUA AGAFITA;01/02/2012;13/12/2012
35001363;SAO PAULO;SAO PAULO;RUA DA FIGUEIRA;01/02/2012;21/12/2012
35001375;LOUREIRO JUNIOR PROFESSOR;SAO PAULO;RUA PADRE ADELINO;01/02/2012;21/12/2012
35001387;THEODORO DE MORAES PROFESSOR;SAO PAULO;AVENIDA REGENTE FEIJO;01/02/2012;21/12/2012
35001399;PAULO MONTE SERRAT PROFESSOR;SAO PAULO;RUA TORIBA;01/02/2012;21/12/2012
35001405;ROMAO PUIGARI;SAO PAULO;AVENIDA RANGEL PESTANA;01/02/2012;21/12/2012
35001417;ISAI LEIRNER;SAO PAULO;RUA PLACIDO DE CASTRO;01/02/2012;20/12/2012
35001430;ANDRE OHL;SAO PAULO;AVENIDA SAPOPEMBA;01/02/2012;21/12/2012
35001442;ANDRE XAVIER GALLICHO PROFESSOR;SAO PAULO;RUA DA MOOCA;01/02/2012;21/12/2012
35001454;ANTONIO FIRMINO DE PROENCA PROF;SAO PAULO;RUA DA MOOCA;01/02/2012;21/12/2012
35001466;AMADEU AMARAL;SAO PAULO;LARGO SAO JOSE DO BELEM;01/02/2012;21/12/2012
35001478;EDUARDO PRADO;SAO PAULO;RUA ALMIRANTE BARROSO;01/02/2012;21/12/2012
35001485;GUERINO RASO;SAO PAULO;RUA SERRA DA BOCAINA;01/02/2012;19/12/2012
35001491;ANNA TEIXEIRA PRADO ZACHARIAS PROFESSORA;SAO PAULO;RUA PAULINA;01/02/2012;21/12/2012
35001508;ANTONIO DE QUEIROZ TELLES DOUTOR;SAO PAULO;RUA ITAQUERI;01/02/2012;21/12/2012
35001512;ARMANDO ARAUJO;SAO PAULO;RUA JUVENAL PARADA;01/02/2012;17/12/2012
35001521;PAULO LUIG FREI;SAO PAULO;AVENIDA CARLOS DE CAMPOS;01/02/2012;21/12/2012
35001545;PANDIA CALOGERAS;SAO PAULO;AVENIDA PAES DE BARROS;01/02/2012;21/12/2012
35001557;BENEDITO MATARAZZO DEPUTADO;SAO JOSE DOS CAMPOS;RUA MINDANAU;;
35001569;OSWALDO CRUZ;SAO PAULO;RUA DA MOOCA;01/02/2012;21/12/2012
35001570;ORESTES GUIMARAES;SAO PAULO;RUA CANINDE;01/02/2012;21/12/2012
35001582;DOMINGOS FAUSTINO SARMIENTO;SAO PAULO;RUA 21 DE ABRIL;01/02/2012;21/12/2012
35001594;CARLOS DE CAMPOS ETE;SAO PAULO;RUA MONSENHOR ANDRADE;06/02/2012;18/12/2012
35001600;PLINIO BARRETO;SAO PAULO;RUA SIQUEIRA BUENO;01/02/2012;19/12/2012
35001624;WOLNY CARVALHO RAMOS PROFESSOR;SAO PAULO;RUA BOM JESUS;01/02/2012;21/12/2012
35001636;CAMARGO ARANHA PROF ETE;SAO PAULO;RUA MARCIAL;01/02/2012;20/12/2012
35001648;ALICE BERNARDO CORREA CRECHE MUNICIPAL;LARANJAL PAULISTA;AVENIDA DAVID SEGATTI;01/02/2012;21/12/2012
35001659;ANCHIETA PADRE;SAO PAULO;RUA VISCONDE DE ABAETE;01/02/2012;21/12/2012
35001661;MMDC;SAO PAULO;RUA CUIABA;01/02/2012;21/12/2012
35001673;MARIA DA GLORIA COSTA E SILVA PROFESSORA;SAO PAULO;;01/02/2012;21/12/2012
35001685;MARIO CASASSANTA PROFESSOR;SAO PAULO;RUA PARAMU;01/02/2012;21/12/2012
35001697;BEATRIZ R BASSI ASTORINO PROFESSORA;SAO PAULO;RUA JUIZ DE FORA;01/02/2012;21/12/2012
35001703;MARIO MARQUES DE OLIVEIRA PROFESSOR;SAO PAULO;RUA BUENOPOLIS;01/02/2012;21/12/2012
35001727;VICTOR MIGUEL ROMANO PROF;SAO PAULO;AVENIDA SAPOPEMBA;01/02/2012;21/12/2012
35001739;ANDRE DREYFUS PROFESSOR;SAO PAULO;RUA PEDRO DE GODOI;01/02/2012;21/12/2012
35001740;STEFAN ZWEIG;SAO PAULO;RUA GENARO ARILA ARENSANZ;01/02/2012;14/12/2012
35001752;AROLDO DE AZEVEDO PROF;SAO PAULO;RUA FILIPA ALVARES;01/02/2012;21/12/2012
35001764;ANNITA ATALLA PROFESSORA;SAO PAULO;RUA LOURENCO CAETANO DA SILVA;01/02/2012;21/12/2012
35001776;SECUNDINO DOMINGUES FILHO DOUTOR;SAO PAULO;RUA SECUNDINO DOMINGUES;01/02/2012;20/12/2012
35001788;OLGA BENATTI PROFESSORA;SAO PAULO;RUA IBITIRAMA;01/02/2012;21/12/2012
35001797;BRISABELLA ALMEIDA NOBRE PROFESSORA;SAO PAULO;RUA SANTA GENOVEVA;01/02/2012;14/12/2012
35001806;JOY ARRUDA DOUTOR;SAO PAULO;RUA BATUNS;01/02/2012;21/12/2012
35001818;JOCELYN PONTES GESTAL PROF;SAO PAULO;RUA PEDRO GONCALVES VAREJAO;01/02/2012;20/12/2012
35001824;JOSE HEITOR CARUSI PROFESSOR;SAO PAULO;;01/02/2012;14/12/2012
35001831;MARIA APARECIDA DE CASTRO CAMPOS CRECHE MUNICIPAL;LARANJAL PAULISTA;;01/02/2012;21/12/2012
35001843;FRANCISCO BORGES VIEIRA DOUTOR;SAO PAULO;RUA PARATINQUARA;01/02/2012;21/12/2012
35001855;AMERICO DE MOURA PROFESSOR;SAO PAULO;RUA MENDONCA CORTE REAL;01/02/2012;21/12/2012
35001867;;SAO PAULO;AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO;01/02/2012;21/12/2012
35001879;JOAO FIRMINO DE CAMPOS;SAO PAULO;RUA VISCONDE DE ALCANTARA;01/02/2012;14/12/2012
35001880;JOSE CHEDIAK;SAO PAULO;AVENIDA DO ORATORIO;01/02/2012;21/12/2012
35001892;REPUBLICA DO PARAGUAY;SAO PAULO;RUA CARLOS MULLER;01/02/2012;14/12/2012
35001909;CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA;SAO PAULO;RUA MARIA DAFFRE;01/02/2012;21/12/2012
35001910;CLEMENTE QUAGLIO PROFESSOR;SAO PAULO;RUA MANUEL ONHA;01/02/2012;20/12/2012
35001922;JULIETA NOGUEIRA RINALDI PROFESSORA;SAO PAULO;RUA IELMO MARINHO;01/02/2012;21/12/2012
35001934;JOAQUIM BRAGA DE PAULA PROFESSOR;SAO PAULO;AVENIDA DO ORATORIO;01/02/2012;21/12/2012
35001946;JOSE ROCHA MENDES ETE;SAO PAULO;RUA AMERICO VESPUCCI;02/02/2012;18/12/2012
35001958;JULIA MACEDO PANTOJA PROFESSORA;SAO PAULO;RUA ASSUPA;01/02/2012;17/12/2012
35001961;NORBERTO MAYER FILHO DEPUTADO;SAO PAULO;RUA MANUEL LUIS DE VERGUEIRO;01/02/2012;20/12/2012
35001971;MOACYR CAMPOS PROFESSOR;SAO PAULO;AVENIDA RIO DAS PEDRAS;01/02/2012;20/12/2012
35001995;JULIA AMALIA AZEVEDO ANTUNES PROFESSORA;SAO PAULO;RUA LUIS PINTO;01/02/2012;14/12/2012
35002008;JOAO DIAS DA SILVEIRA PROFESSOR;SAO PAULO;RUA SOUSA BREVES;01/02/2012;21/12/2012
35002012;JOAO CLIMACO DA SILVA KRUSE PROFESSOR;SAO PAULO;RUA TUIUTI;01/02/2012;21/12/2012
35002021;IRENE RIBEIRO PROFESSORA;SAO PAULO;RUA CORONEL AMARO SOBRINHO;01/02/2012;20/12/2012
35002033;APARECIDA MARIA PIRES DE MENESES PROFA CEI;CARAGUATATUBA;TRAVESSA IPIRANGA;;
35002045;ALVINO BITTENCOURT PROFESSOR;SAO PAULO;RUA FRANCISCO MACHADO DE CAMPOS;01/02/2012;21/12/2012
35002057;AMELIA DE ARAUJO DONA;SAO PAULO;RUA VACANGA;01/02/2012;20/12/2012
35002069;ARACY LEME DA VEIGA RAVACHE PROFESSORA;SAO PAULO;;01/02/2012;21/12/2012
35002070;BENEDITO ESTEVAM DOS SANTOS DOUTOR;SAO PAULO;RUA AGUAPEI;01/02/2012;14/12/2012
35002082;BLANCA ZWICKER SIMOES PROFESSORA;SAO PAULO;RUA INSPETOR MARIO TEIXEIRA;01/02/2012;20/12/2012
35002094;FREDERICO VERGUEIRO STEIDEL;SAO PAULO;RUA ATLANTIDA;01/02/2012;03/12/2012
35002100;ERASMO BRAGA;SAO PAULO;RUA MARIA EUGENIA;01/02/2012;21/12/2012
35002112;CONGONHAS DO CAMPO VISCONDE DE;SAO PAULO;RUA TUIUTI;01/02/2012;21/12/2012
35002124;CARLOS ESCOBAR;SAO PAULO;RUA ADELINO DE ALMEIDA CASTILHO;01/02/2012;19/12/2012
35002136;CARAMURU;SAO PAULO;RUA REGO BARROS;01/02/2012;21/12/2012
35002148;PAULO NOVAES DE CARVALHO PROFESSOR;SAO PAULO;RUA FRANCISCO MARENGO;01/02/2012;20/12/2012
35002159;PEDRO ARBUES CORONEL;SAO PAULO;RUA LUCINDA GOMES BARRETO;01/02/2012;21/12/2012
35002161;SALVADOR ROCCO PROFESSOR;SAO PAULO;RUA RENATO RINALDI;01/02/2012;21/12/2012
35002173;JOAO BORGES PROFESSOR;SAO PAULO;RUA ITAPURA;01/02/2012;21/12/2012
35002185;MARTIN LUTHER KING ETE;SAO PAULO;RUA APUCARANA;01/02/2012;20/12/2012
35002197;IRENE DE LIMA PAIVA PROFESSORA;SAO PAULO;RUA LUTECIA;01/02/2012;21/12/2012
35002203;JOSE MARQUES DA CRUZ PROFESSOR;SAO PAULO;RUA ARACE;01/02/2012;21/12/2012
35002227;BENEDITA RIBAS F SILVEIRA PROFESSORA;SAO PAULO;RUA JOSE TAVARES DE SIQUEIRA;01/02/2012;21/12/2012
35002239;ALMERINDA RODRIGUES MELLO PROFESSORA;SAO PAULO;RUA REI ALBERTO DA BELGICA;01/02/2012;04/12/2012
35002240;ANTONIO CANDIDO BARONE;SAO PAULO;RUA ANGA;01/02/2012;21/12/2012
35002252;ASCENDINO REIS PROFESSOR;SAO PAULO;RUA TUIUTI;01/02/2012;21/12/2012
35002264;OSWALDO CATALANO;SAO PAULO;RUA FILIPE CAMARAO;01/02/2012;21/12/2012
35002276;EMEI JOSE LA TORRE PROF;SAO PAULO;RUA ANTONIO MARCONDES BOETA;06/02/2012;21/12/2012
35002288;PAULO CAVALCANTI ALBUQUERQUE PROFESSOR;SAO PAULO;RUA FABIO;01/02/2012;20/12/2012
35002297;ORVILLE DERBY;SAO PAULO;RUA SAIGON;01/02/2012;19/12/2012
35002318;SANTOS AMARO DA CRUZ PROFESSOR;SAO PAULO;AVENIDA DA BARREIRA GRANDE;01/02/2012;21/12/2012
35002331;PILAR GARCIA VIDAL DONA;SAO PAULO;RUA PASTOR AGENOR CALDEIRA DINIZ;01/02/2012;21/12/2012
35002343;MARIA LOURDES N ALBERGARIA PROFA;SAO PAULO;RUA JOSE MASCARENHAS;01/02/2012;21/12/2012
35002355;MARISA DE MELLO PROFA;SAO PAULO;RUA DOUTOR LUIS CARLOS;01/02/2012;21/12/2012
35002367;OLGA MARINOVIC DORO PROFA;SAO PAULO;RUA CUSTODIO LOBO;01/02/2012;20/12/2012
35002379;RITA JULIA DE OLIVEIRA PROFESSORA;SAO PAULO;RUA MIRANDINHA;01/02/2012;21/12/2012
35002380;SANTOS DUMONT;SAO PAULO;PRACA OITO DE SETEMBRO;01/02/2012;21/12/2012
35002392;JOSE BARTOCCI PROFESSOR;SAO PAULO;RUA SAO SERAPIAO;01/02/2012;21/12/2012
35002409;LUIZ ANTONIO FRAGOSO PROF;SAO PAULO;AVENIDA ANTONIO ESTEVAO DE CARVALHO;01/02/2012;21/12/2012
35002410;THEODOMIRO EMERIQUE PROFESSOR;SAO PAULO;RUA UICO;01/02/2012;18/12/2012
